Depth,volume,taxon,count,count_sum,rel_abund
5.75,0.2,Chydorus biovatus/brevilabris,350,3100,11.29032258064516
5.75,0.2,Alona intermedia,0,3100,0
5.75,0.2,Alona costata/Alona rustica,0,3100,0
5.75,0.2,Alona guttata,50,3100,1.6129032258064515
5.75,0.2,small Alona,50,3100,1.6129032258064515
5.75,0.2,Paralona pigra,0,3100,0
5.75,0.2,Rynchotalona falcata,0,3100,0
5.75,0.2,Leydigia leydigi,400,3100,12.903225806451612
5.75,0.2,Latona setifera,50,3100,1.6129032258064515
5.75,0.2,Acantholeberis curvirostris,0,3100,0
6.25,0.15,Bosmina longirostris,2500,4066.6666666666665,61.47540983606557
6.25,0.15,Sida crystallina,0,4066.6666666666665,0
6.25,0.15,Eurycercus spp.,0,4066.6666666666665,0
6.25,0.15,Acroperus harpae,200,4066.6666666666665,4.918032786885246
6.25,0.15,Alonella nana,0,4066.6666666666665,0
6.25,0.15,Graptoleberis testudinaria,100,4066.6666666666665,2.459016393442623
6.25,0.15,Alona affinis,200,4066.6666666666665,4.918032786885246
6.25,0.15,Alona quadrangularis,266.6666666666667,4066.6666666666665,6.557377049180328
6.25,0.15,Chydorus biovatus/brevilabris,333.33333333333337,4066.6666666666665,8.196721311475411
6.25,0.15,Alona intermedia,0,4066.6666666666665,0
6.25,0.15,Alona costata/Alona rustica,0,4066.6666666666665,0
6.25,0.15,Alona guttata,66.66666666666667,4066.6666666666665,1.639344262295082
6.25,0.15,small Alona,200,4066.6666666666665,4.918032786885246
6.25,0.15,Paralona pigra,0,4066.6666666666665,0
6.25,0.15,Rynchotalona falcata,0,4066.6666666666665,0
6.25,0.15,Leydigia leydigi,200,4066.6666666666665,4.918032786885246
6.25,0.15,Latona setifera,0,4066.6666666666665,0
6.25,0.15,Acantholeberis curvirostris,0,4066.6666666666665,0
6.75,0.15,Bosmina longirostris,2533.3333333333335,4300,58.91472868217055
6.75,0.15,Sida crystallina,0,4300,0
6.75,0.15,Eurycercus spp.,33.333333333333336,4300,0.7751937984496124
6.75,0.15,Acroperus harpae,400,4300,9.30232558139535
6.75,0.15,Alonella nana,66.66666666666667,4300,1.550387596899225
6.75,0.15,Graptoleberis testudinaria,66.66666666666667,4300,1.550387596899225
6.75,0.15,Alona affinis,100,4300,2.3255813953488373
6.75,0.15,Alona quadrangularis,200,4300,4.651162790697675
6.75,0.15,Chydorus biovatus/brevilabris,400,4300,9.30232558139535
6.75,0.15,Alona intermedia,0,4300,0
6.75,0.15,Alona costata/Alona rustica,66.66666666666667,4300,1.550387596899225
6.75,0.15,Alona guttata,66.66666666666667,4300,1.550387596899225
6.75,0.15,small Alona,33.333333333333336,4300,0.7751937984496124
6.75,0.15,Paralona pigra,66.66666666666667,4300,1.550387596899225
6.75,0.15,Rynchotalona falcata,0,4300,0
6.75,0.15,Leydigia leydigi,266.6666666666667,4300,6.2015503875969
6.75,0.15,Latona setifera,0,4300,0
6.75,0.15,Acantholeberis curvirostris,0,4300,0
7.25,0.2,Bosmina longirostris,1650,3325,49.62406015037594
7.25,0.2,Sida crystallina,50,3325,1.5037593984962405
7.25,0.2,Eurycercus spp.,0,3325,0
7.25,0.2,Acroperus harpae,200,3325,6.015037593984962
7.25,0.2,Alonella nana,25,3325,0.7518796992481203
7.25,0.2,Graptoleberis testudinaria,75,3325,2.2556390977443606
7.25,0.2,Alona affinis,150,3325,4.511278195488721
7.25,0.2,Alona quadrangularis,200,3325,6.015037593984962
7.25,0.2,Chydorus biovatus/brevilabris,275,3325,8.270676691729323
7.25,0.2,Alona intermedia,0,3325,0
7.25,0.2,Alona costata/Alona rustica,50,3325,1.5037593984962405
7.25,0.2,Alona guttata,25,3325,0.7518796992481203
7.25,0.2,small Alona,350,3325,10.526315789473683
7.25,0.2,Paralona pigra,0,3325,0
7.25,0.2,Rynchotalona falcata,0,3325,0
7.25,0.2,Leydigia leydigi,250,3325,7.518796992481203
7.25,0.2,Latona setifera,25,3325,0.7518796992481203
7.25,0.2,Acantholeberis curvirostris,0,3325,0
7.75,0.15,Bosmina longirostris,1933.3333333333337,3400.0000000000005,56.86274509803923
7.75,0.15,Sida crystallina,0,3400.0000000000005,0
7.75,0.15,Eurycercus spp.,0,3400.0000000000005,0
7.75,0.15,Acroperus harpae,266.6666666666667,3400.0000000000005,7.8431372549019605
7.75,0.15,Alonella nana,0,3400.0000000000005,0
7.75,0.15,Graptoleberis testudinaria,233.33333333333337,3400.0000000000005,6.862745098039216
7.75,0.15,Alona affinis,133.33333333333334,3400.0000000000005,3.9215686274509802
7.75,0.15,Alona quadrangularis,133.33333333333334,3400.0000000000005,3.9215686274509802
7.75,0.15,Chydorus biovatus/brevilabris,266.6666666666667,3400.0000000000005,7.8431372549019605
7.75,0.15,Alona intermedia,0,3400.0000000000005,0
7.75,0.15,Alona costata/Alona rustica,0,3400.0000000000005,0
7.75,0.15,Alona guttata,66.66666666666667,3400.0000000000005,1.9607843137254901
7.75,0.15,small Alona,66.66666666666667,3400.0000000000005,1.9607843137254901
7.75,0.15,Paralona pigra,0,3400.0000000000005,0
7.75,0.15,Rynchotalona falcata,0,3400.0000000000005,0
7.75,0.15,Leydigia leydigi,233.33333333333337,3400.0000000000005,6.862745098039216
7.75,0.15,Latona setifera,66.66666666666667,3400.0000000000005,1.9607843137254901
7.75,0.15,Acantholeberis curvirostris,0,3400.0000000000005,0
10.25,0.15,Bosmina longirostris,2100,3233.3333333333335,64.94845360824742
10.25,0.15,Sida crystallina,0,3233.3333333333335,0
10.25,0.15,Eurycercus spp.,33.333333333333336,3233.3333333333335,1.0309278350515463
10.25,0.15,Acroperus harpae,200,3233.3333333333335,6.185567010309278
10.25,0.15,Alonella nana,0,3233.3333333333335,0
10.25,0.15,Graptoleberis testudinaria,66.66666666666667,3233.3333333333335,2.0618556701030926
10.25,0.15,Alona affinis,133.33333333333334,3233.3333333333335,4.123711340206185
10.25,0.15,Alona quadrangularis,133.33333333333334,3233.3333333333335,4.123711340206185
10.25,0.15,Chydorus biovatus/brevilabris,233.33333333333337,3233.3333333333335,7.216494845360826
10.25,0.15,Alona intermedia,0,3233.3333333333335,0
10.25,0.15,Alona costata/Alona rustica,100,3233.3333333333335,3.092783505154639
10.25,0.15,Alona guttata,0,3233.3333333333335,0
10.25,0.15,small Alona,33.333333333333336,3233.3333333333335,1.0309278350515463
10.25,0.15,Paralona pigra,0,3233.3333333333335,0
10.25,0.15,Rynchotalona falcata,0,3233.3333333333335,0
10.25,0.15,Leydigia leydigi,200,3233.3333333333335,6.185567010309278
10.25,0.15,Latona setifera,0,3233.3333333333335,0
10.25,0.15,Acantholeberis curvirostris,0,3233.3333333333335,0
13.25,0.2,Bosmina longirostris,2925,4400,66.47727272727273
13.25,0.2,Sida crystallina,0,4400,0
13.25,0.2,Eurycercus spp.,0,4400,0
13.25,0.2,Acroperus harpae,275,4400,6.25
13.25,0.2,Alonella nana,100,4400,2.272727272727273
13.25,0.2,Graptoleberis testudinaria,150,4400,3.4090909090909087
13.25,0.2,Alona affinis,100,4400,2.272727272727273
13.25,0.2,Alona quadrangularis,50,4400,1.1363636363636365
13.25,0.2,Chydorus biovatus/brevilabris,175,4400,3.977272727272727
13.25,0.2,Alona intermedia,0,4400,0
13.25,0.2,Alona costata/Alona rustica,150,4400,3.4090909090909087
13.25,0.2,Alona guttata,50,4400,1.1363636363636365
13.25,0.2,small Alona,175,4400,3.977272727272727
13.25,0.2,Paralona pigra,0,4400,0
13.25,0.2,Rynchotalona falcata,25,4400,0.5681818181818182
13.25,0.2,Leydigia leydigi,150,4400,3.4090909090909087
13.25,0.2,Latona setifera,0,4400,0
13.25,0.2,Acantholeberis curvirostris,50,4400,1.1363636363636365
16.25,0.15,Bosmina longirostris,2833.333333333334,4533.333333333334,62.5
16.25,0.15,Sida crystallina,0,4533.333333333334,0
16.25,0.15,Eurycercus spp.,33.333333333333336,4533.333333333334,0.7352941176470588
16.25,0.15,Acroperus harpae,200,4533.333333333334,4.411764705882352
16.25,0.15,Alonella nana,33.333333333333336,4533.333333333334,0.7352941176470588
16.25,0.15,Graptoleberis testudinaria,66.66666666666667,4533.333333333334,1.4705882352941175
16.25,0.15,Alona affinis,333.33333333333337,4533.333333333334,7.352941176470589
16.25,0.15,Alona quadrangularis,133.33333333333334,4533.333333333334,2.941176470588235
16.25,0.15,Chydorus biovatus/brevilabris,100,4533.333333333334,2.205882352941176
16.25,0.15,Alona intermedia,0,4533.333333333334,0
16.25,0.15,Alona costata/Alona rustica,66.66666666666667,4533.333333333334,1.4705882352941175
16.25,0.15,Alona guttata,33.333333333333336,4533.333333333334,0.7352941176470588
16.25,0.15,small Alona,133.33333333333334,4533.333333333334,2.941176470588235
16.25,0.15,Paralona pigra,0,4533.333333333334,0
16.25,0.15,Rynchotalona falcata,133.33333333333334,4533.333333333334,2.941176470588235
16.25,0.15,Leydigia leydigi,66.66666666666667,4533.333333333334,1.4705882352941175
16.25,0.15,Latona setifera,200,4533.333333333334,4.411764705882352
16.25,0.15,Acantholeberis curvirostris,66.66666666666667,4533.333333333334,1.4705882352941175
19.25,0.2,Bosmina longirostris,2625,4100,64.02439024390245
19.25,0.2,Sida crystallina,0,4100,0
19.25,0.2,Eurycercus spp.,25,4100,0.6097560975609756
19.25,0.2,Acroperus harpae,250,4100,6.097560975609756
19.25,0.2,Alonella nana,50,4100,1.2195121951219512
19.25,0.2,Graptoleberis testudinaria,50,4100,1.2195121951219512
19.25,0.2,Alona affinis,300,4100,7.317073170731707
19.25,0.2,Alona quadrangularis,150,4100,3.6585365853658534
19.25,0.2,Chydorus biovatus/brevilabris,200,4100,4.878048780487805
19.25,0.2,Alona intermedia,0,4100,0
19.25,0.2,Alona costata/Alona rustica,50,4100,1.2195121951219512
19.25,0.2,Alona guttata,75,4100,1.8292682926829267
19.25,0.2,small Alona,50,4100,1.2195121951219512
19.25,0.2,Paralona pigra,25,4100,0.6097560975609756
19.25,0.2,Rynchotalona falcata,0,4100,0
19.25,0.2,Leydigia leydigi,100,4100,2.4390243902439024
19.25,0.2,Latona setifera,100,4100,2.4390243902439024
19.25,0.2,Acantholeberis curvirostris,50,4100,1.2195121951219512
21.75,0.2,Bosmina longirostris,3175,5100,62.254901960784316
21.75,0.2,Sida crystallina,0,5100,0
21.75,0.2,Eurycercus spp.,0,5100,0
21.75,0.2,Acroperus harpae,425,5100,8.333333333333332
21.75,0.2,Alonella nana,0,5100,0
21.75,0.2,Graptoleberis testudinaria,150,5100,2.941176470588235
21.75,0.2,Alona affinis,250,5100,4.901960784313726
21.75,0.2,Alona quadrangularis,100,5100,1.9607843137254901
21.75,0.2,Chydorus biovatus/brevilabris,75,5100,1.4705882352941175
21.75,0.2,Alona intermedia,50,5100,0.9803921568627451
21.75,0.2,Alona costata/Alona rustica,100,5100,1.9607843137254901
21.75,0.2,Alona guttata,125,5100,2.450980392156863
21.75,0.2,small Alona,0,5100,0
21.75,0.2,Paralona pigra,0,5100,0
21.75,0.2,Rynchotalona falcata,50,5100,0.9803921568627451
21.75,0.2,Leydigia leydigi,250,5100,4.901960784313726
21.75,0.2,Latona setifera,150,5100,2.941176470588235
21.75,0.2,Acantholeberis curvirostris,100,5100,1.9607843137254901
22.25,0.2,Bosmina longirostris,2000,3050,65.57377049180327
22.25,0.2,Sida crystallina,0,3050,0
22.25,0.2,Eurycercus spp.,25,3050,0.819672131147541
22.25,0.2,Acroperus harpae,125,3050,4.098360655737705
22.25,0.2,Alonella nana,50,3050,1.639344262295082
22.25,0.2,Graptoleberis testudinaria,25,3050,0.819672131147541
22.25,0.2,Alona affinis,200,3050,6.557377049180328
22.25,0.2,Alona quadrangularis,100,3050,3.278688524590164
22.25,0.2,Chydorus biovatus/brevilabris,50,3050,1.639344262295082
22.25,0.2,Alona intermedia,150,3050,4.918032786885246
22.25,0.2,Alona costata/Alona rustica,50,3050,1.639344262295082
22.25,0.2,Alona guttata,25,3050,0.819672131147541
22.25,0.2,small Alona,75,3050,2.459016393442623
22.25,0.2,Paralona pigra,0,3050,0
22.25,0.2,Rynchotalona falcata,50,3050,1.639344262295082
22.25,0.2,Leydigia leydigi,75,3050,2.459016393442623
22.25,0.2,Latona setifera,0,3050,0
22.25,0.2,Acantholeberis curvirostris,25,3050,0.819672131147541
22.75,0.2,Bosmina longirostris,1250,2200,56.81818181818182
22.75,0.2,Sida crystallina,0,2200,0
22.75,0.2,Eurycercus spp.,0,2200,0
22.75,0.2,Acroperus harpae,75,2200,3.4090909090909087
22.75,0.2,Alonella nana,50,2200,2.272727272727273
22.75,0.2,Graptoleberis testudinaria,25,2200,1.1363636363636365
22.75,0.2,Alona affinis,150,2200,6.8181818181818175
22.75,0.2,Alona quadrangularis,100,2200,4.545454545454546
22.75,0.2,Chydorus biovatus/brevilabris,125,2200,5.681818181818182
22.75,0.2,Alona intermedia,25,2200,1.1363636363636365
22.75,0.2,Alona costata/Alona rustica,50,2200,2.272727272727273
22.75,0.2,Alona guttata,0,2200,0
22.75,0.2,small Alona,75,2200,3.4090909090909087
22.75,0.2,Paralona pigra,50,2200,2.272727272727273
22.75,0.2,Rynchotalona falcata,50,2200,2.272727272727273
22.75,0.2,Leydigia leydigi,50,2200,2.272727272727273
22.75,0.2,Latona setifera,50,2200,2.272727272727273
22.75,0.2,Acantholeberis curvirostris,50,2200,2.272727272727273
23.25,0.3,Bosmina longirostris,1283.3333333333337,2150.0000000000005,59.68992248062016
23.25,0.3,Sida crystallina,0,2150.0000000000005,0
23.25,0.3,Eurycercus spp.,16.666666666666668,2150.0000000000005,0.7751937984496123
23.25,0.3,Acroperus harpae,33.333333333333336,2150.0000000000005,1.5503875968992247
23.25,0.3,Alonella nana,16.666666666666668,2150.0000000000005,0.7751937984496123
23.25,0.3,Graptoleberis testudinaria,16.666666666666668,2150.0000000000005,0.7751937984496123
23.25,0.3,Alona affinis,33.333333333333336,2150.0000000000005,1.5503875968992247
23.25,0.3,Alona quadrangularis,33.333333333333336,2150.0000000000005,1.5503875968992247
23.25,0.3,Chydorus biovatus/brevilabris,33.333333333333336,2150.0000000000005,1.5503875968992247
23.25,0.3,Alona intermedia,33.333333333333336,2150.0000000000005,1.5503875968992247
23.25,0.3,Alona costata/Alona rustica,133.33333333333334,2150.0000000000005,6.201550387596899
23.25,0.3,Alona guttata,33.333333333333336,2150.0000000000005,1.5503875968992247
23.25,0.3,small Alona,0,2150.0000000000005,0
23.25,0.3,Paralona pigra,16.666666666666668,2150.0000000000005,0.7751937984496123
23.25,0.3,Rynchotalona falcata,100,2150.0000000000005,4.651162790697674
23.25,0.3,Leydigia leydigi,300,2150.0000000000005,13.95348837209302
23.25,0.3,Latona setifera,33.333333333333336,2150.0000000000005,1.5503875968992247
23.25,0.3,Acantholeberis curvirostris,0,2150.0000000000005,0
23.75,0.3,Bosmina longirostris,766.6666666666667,1283.3333333333335,59.74025974025974
23.75,0.3,Sida crystallina,0,1283.3333333333335,0
23.75,0.3,Eurycercus spp.,16.666666666666668,1283.3333333333335,1.2987012987012987
23.75,0.3,Acroperus harpae,66.66666666666667,1283.3333333333335,5.194805194805195
23.75,0.3,Alonella nana,33.333333333333336,1283.3333333333335,2.5974025974025974
23.75,0.3,Graptoleberis testudinaria,16.666666666666668,1283.3333333333335,1.2987012987012987
23.75,0.3,Alona affinis,16.666666666666668,1283.3333333333335,1.2987012987012987
23.75,0.3,Alona quadrangularis,16.666666666666668,1283.3333333333335,1.2987012987012987
23.75,0.3,Chydorus biovatus/brevilabris,16.666666666666668,1283.3333333333335,1.2987012987012987
23.75,0.3,Alona intermedia,0,1283.3333333333335,0
23.75,0.3,Alona costata/Alona rustica,100,1283.3333333333335,7.79220779220779
23.75,0.3,Alona guttata,33.333333333333336,1283.3333333333335,2.5974025974025974
23.75,0.3,small Alona,33.333333333333336,1283.3333333333335,2.5974025974025974
23.75,0.3,Paralona pigra,33.333333333333336,1283.3333333333335,2.5974025974025974
23.75,0.3,Rynchotalona falcata,33.333333333333336,1283.3333333333335,2.5974025974025974
23.75,0.3,Leydigia leydigi,33.333333333333336,1283.3333333333335,2.5974025974025974
23.75,0.3,Latona setifera,50,1283.3333333333335,3.896103896103895
23.75,0.3,Acantholeberis curvirostris,0,1283.3333333333335,0
24.25,0.2,Bosmina longirostris,1475,2250,65.55555555555556
24.25,0.2,Sida crystallina,0,2250,0
24.25,0.2,Eurycercus spp.,25,2250,1.1111111111111112
24.25,0.2,Acroperus harpae,175,2250,7.777777777777778
24.25,0.2,Alonella nana,75,2250,3.3333333333333335
24.25,0.2,Graptoleberis testudinaria,75,2250,3.3333333333333335
24.25,0.2,Alona affinis,100,2250,4.444444444444445
24.25,0.2,Alona quadrangularis,0,2250,0
24.25,0.2,Chydorus biovatus/brevilabris,25,2250,1.1111111111111112
24.25,0.2,Alona intermedia,0,2250,0
24.25,0.2,Alona costata/Alona rustica,50,2250,2.2222222222222223
24.25,0.2,Alona guttata,100,2250,4.444444444444445
24.25,0.2,small Alona,0,2250,0
24.25,0.2,Paralona pigra,50,2250,2.2222222222222223
24.25,0.2,Rynchotalona falcata,0,2250,0
24.25,0.2,Leydigia leydigi,50,2250,2.2222222222222223
24.25,0.2,Latona setifera,0,2250,0
24.25,0.2,Acantholeberis curvirostris,0,2250,0
24.75,0.2,Bosmina longirostris,1950,3325,58.64661654135338
24.75,0.2,Sida crystallina,100,3325,3.007518796992481
24.75,0.2,Eurycercus spp.,25,3325,0.7518796992481203
24.75,0.2,Acroperus harpae,300,3325,9.022556390977442
24.75,0.2,Alonella nana,50,3325,1.5037593984962405
24.75,0.2,Graptoleberis testudinaria,75,3325,2.2556390977443606
24.75,0.2,Alona affinis,100,3325,3.007518796992481
24.75,0.2,Alona quadrangularis,50,3325,1.5037593984962405
24.75,0.2,Chydorus biovatus/brevilabris,100,3325,3.007518796992481
24.75,0.2,Alona intermedia,125,3325,3.7593984962406015
24.75,0.2,Alona costata/Alona rustica,75,3325,2.2556390977443606
24.75,0.2,Alona guttata,75,3325,2.2556390977443606
24.75,0.2,small Alona,100,3325,3.007518796992481
24.75,0.2,Paralona pigra,50,3325,1.5037593984962405
24.75,0.2,Rynchotalona falcata,50,3325,1.5037593984962405
24.75,0.2,Leydigia leydigi,75,3325,2.2556390977443606
24.75,0.2,Latona setifera,0,3325,0
24.75,0.2,Acantholeberis curvirostris,25,3325,0.7518796992481203
25.25,0.2,Bosmina longirostris,1675,2850,58.77192982456141
25.25,0.2,Sida crystallina,0,2850,0
25.25,0.2,Eurycercus spp.,50,2850,1.7543859649122806
25.25,0.2,Acroperus harpae,400,2850,14.035087719298245
25.25,0.2,Alonella nana,25,2850,0.8771929824561403
25.25,0.2,Graptoleberis testudinaria,0,2850,0
25.25,0.2,Alona affinis,150,2850,5.263157894736842
25.25,0.2,Alona quadrangularis,0,2850,0
25.25,0.2,Chydorus biovatus/brevilabris,150,2850,5.263157894736842
25.25,0.2,Alona intermedia,50,2850,1.7543859649122806
25.25,0.2,Alona costata/Alona rustica,150,2850,5.263157894736842
25.25,0.2,Alona guttata,50,2850,1.7543859649122806
25.25,0.2,small Alona,0,2850,0
25.25,0.2,Paralona pigra,0,2850,0
25.25,0.2,Rynchotalona falcata,50,2850,1.7543859649122806
25.25,0.2,Leydigia leydigi,0,2850,0
25.25,0.2,Latona setifera,50,2850,1.7543859649122806
25.25,0.2,Acantholeberis curvirostris,50,2850,1.7543859649122806
25.75,0.2,Bosmina longirostris,1400,2475,56.56565656565656
25.75,0.2,Sida crystallina,0,2475,0
25.75,0.2,Eurycercus spp.,25,2475,1.0101010101010102
25.75,0.2,Acroperus harpae,100,2475,4.040404040404041
25.75,0.2,Alonella nana,50,2475,2.0202020202020203
25.75,0.2,Graptoleberis testudinaria,25,2475,1.0101010101010102
25.75,0.2,Alona affinis,250,2475,10.1010101010101
25.75,0.2,Alona quadrangularis,50,2475,2.0202020202020203
25.75,0.2,Chydorus biovatus/brevilabris,100,2475,4.040404040404041
25.75,0.2,Alona intermedia,25,2475,1.0101010101010102
25.75,0.2,Alona costata/Alona rustica,150,2475,6.0606060606060606
25.75,0.2,Alona guttata,0,2475,0
25.75,0.2,small Alona,0,2475,0
25.75,0.2,Paralona pigra,75,2475,3.0303030303030303
25.75,0.2,Rynchotalona falcata,100,2475,4.040404040404041
25.75,0.2,Leydigia leydigi,25,2475,1.0101010101010102
25.75,0.2,Latona setifera,50,2475,2.0202020202020203
25.75,0.2,Acantholeberis curvirostris,50,2475,2.0202020202020203
27.75,0.2,Bosmina longirostris,2025,3950,51.26582278481012
27.75,0.2,Sida crystallina,0,3950,0
27.75,0.2,Eurycercus spp.,100,3950,2.5316455696202533
27.75,0.2,Acroperus harpae,250,3950,6.329113924050633
27.75,0.2,Alonella nana,50,3950,1.2658227848101267
27.75,0.2,Graptoleberis testudinaria,100,3950,2.5316455696202533
27.75,0.2,Alona affinis,125,3950,3.1645569620253164
27.75,0.2,Alona quadrangularis,300,3950,7.59493670886076
27.75,0.2,Chydorus biovatus/brevilabris,175,3950,4.430379746835443
27.75,0.2,Alona intermedia,50,3950,1.2658227848101267
27.75,0.2,Alona costata/Alona rustica,150,3950,3.79746835443038
27.75,0.2,Alona guttata,50,3950,1.2658227848101267
27.75,0.2,small Alona,50,3950,1.2658227848101267
27.75,0.2,Paralona pigra,0,3950,0
27.75,0.2,Rynchotalona falcata,0,3950,0
27.75,0.2,Leydigia leydigi,300,3950,7.59493670886076
